#{"t_start": 1784477946.4592388, "env_id": "None"}
r,l,t
212.682048,26,874.306048
213.38199,30,874.565712
211.227235,32,874.90574
5.814848,36,875.181096
211.539394,30,875.424862
-27.190009,142,876.474993
209.969681,33,876.705207
211.618451,31,876.986152
215.287812,75,877.557945
211.920029,29,877.793373
210.709444,29,878.024684
6.124527,35,878.29002
7.470414,180,879.670571
0.166863,133,880.676538
-29.564691,138,881.588757
4.095562,107,882.343941
211.931529,32,882.62406
-14.021138,112,883.508423
-33.622427,119,884.37908
-16.969546,113,885.139557
15.146728,180,886.553062
8.59398,117,887.390242
206.823287,30,887.620178
210.922934,29,887.869853
-0.664932,122,888.795826
3.021921,26,889.005451
213.314536,28,889.22379
210.972252,31,889.476527
-18.529826,123,890.370904
3.083049,28,890.658486
213.170622,27,890.805027
17.744593,180,892.124197
212.834057,26,892.338998
208.132229,27,892.635891
-30.748709,136,893.569496
210.789437,42,893.886341
211.819733,28,894.124107
4.784631,145,895.218002
212.12868,28,895.358203
5.843898,32,895.614281
-0.144137,138,896.673673
212.136358,30,896.935599
213.937778,29,897.261014
212.309325,27,897.405589
211.216176,33,897.721256
2.20663,122,898.521142
22.1588,180,899.908207
-16.390628,116,900.734605
-37.982961,146,901.697767
211.410677,29,901.947695
213.039995,27,902.182894
4.672775,180,903.55783
210.115004,33,903.838712
212.236879,28,903.973681
4.899476,23,904.180871
210.430569,27,904.393976
18.445966,180,905.685332
5.889509,25,905.821477
213.398793,25,906.05948
212.492376,29,906.311857
214.324301,27,906.549134
6.180713,26,906.765512
213.14416,31,907.014375
14.763274,180,908.366358
4.679243,24,908.571673
212.18633,30,908.814226
210.905371,29,909.047758
214.119676,29,909.273309
18.767073,180,910.579162
-117.486684,180,911.915698
5.786235,26,912.198709
211.161169,29,912.488799
0.586803,26,912.688823
211.030106,30,912.937116
213.321413,29,913.075547
211.726596,30,913.291009
211.843623,63,913.742904
212.108456,29,913.975361
211.021563,32,914.219398
212.474951,30,914.514491
211.659334,29,914.731254
211.659584,28,914.939051
6.478017,26,915.137414
5.751595,35,915.392231
211.296486,28,915.611614
-29.046163,139,916.52268
6.963704,28,921.111517
-6.336485,180,922.63517
210.105303,30,922.878849
211.339038,30,923.106431
211.16273,30,923.347937
2.453431,34,923.604568
209.632036,28,923.827402
2.327332,25,924.036828
212.966188,26,924.158624
212.043526,31,924.448581
213.491978,30,924.757499
212.76803,29,924.981919
-34.281212,180,926.225429
211.497327,31,926.480332
214.545568,25,926.687848
212.409275,25,926.807459
210.31304,31,927.040555
4.565514,29,927.259102
211.712921,32,927.505212
213.697187,30,927.729556
211.266311,32,928.00449
211.343407,29,928.27947
213.666937,27,928.490556
15.202598,180,929.7562
206.758428,30,930.015206
210.866495,30,930.324236
212.604755,29,930.543361
210.208287,34,930.794182
212.529742,29,931.014125
213.507456,28,931.210331
214.650102,28,931.437011
208.489752,31,931.658862
2.745521,27,931.857818
3.692042,26,932.073017
212.175203,28,932.247558
210.274154,28,932.560098
212.082442,30,932.797457
213.314175,30,933.026654
210.489035,33,933.268687
210.706716,29,933.494997
211.989743,28,933.720719
5.756851,26,933.94653
3.872008,29,934.173927
213.881801,26,934.433777
6.32107,29,934.585809
211.862004,31,934.818614
211.380904,33,935.062618
3.609607,29,935.290189
0.425369,31,935.514391
-2.766125,180,936.852041
-134.567232,180,938.176829
213.48253,29,938.409318
-106.823408,180,939.713493
1.16542,180,940.971826
213.047725,30,941.207724
214.377218,26,941.409843
211.711149,29,941.588503
211.689096,28,941.886675
3.023458,31,942.151414
212.072833,32,942.414476
210.137753,29,942.638232
6.667119,28,942.862526
210.141106,28,943.077749
2.247897,26,943.294072
211.541864,29,943.529056
212.76325,30,943.775716
209.664683,44,944.097304
19.811726,180,945.548312
212.161273,28,945.686013
213.340077,29,945.908353
211.709047,32,946.172463
2.419511,31,946.419498
211.314114,30,946.653737
213.276663,30,946.890266
213.663108,27,947.098799
213.684989,27,947.312983
206.091619,29,947.534437
212.535795,28,947.747873
4.002944,30,947.984386
7.376721,28,948.133188
212.025452,31,948.381405
4.481884,26,948.647174
4.360356,28,948.921654
3.599019,31,949.154455
212.486434,31,949.402593
211.749369,30,949.648072
5.471633,27,949.890751
5.331504,29,950.141855
6.873355,28,950.375701
4.733981,29,950.615432
7.159131,28,950.789313
4.001451,26,951.082893
211.142767,31,951.303037
212.269835,31,951.525388
5.641312,30,951.768784
211.699423,29,951.997089
212.60026,28,952.23068
4.317622,28,952.449395
211.835289,28,952.663582
212.057345,30,952.886326
212.425036,31,953.255579
2.916069,28,953.396115
209.400671,28,953.614607
212.695801,27,953.85649
210.395781,29,954.095163
19.707172,180,955.49785
4.747449,60,956.022243
208.537652,47,956.325856
212.096723,28,956.558729
211.103015,31,956.780185
213.193169,29,957.015697
10.075344,180,958.325682
210.397254,30,958.559989
-15.221332,180,959.773304
211.020062,33,960.016159
11.062066,56,960.474122
213.514778,28,960.814236
-105.961292,180,961.951043
211.649183,31,962.173463
213.165963,30,962.402764
212.002101,30,962.626441
212.988544,28,962.85967
211.093923,29,963.084837
3.738723,27,963.310828
2.514044,26,963.523818
4.049867,25,963.639319
211.521655,30,963.881743
7.768811,33,964.276346
212.950175,28,964.485387
3.289319,30,964.704934
20.794731,180,966.201589
13.341926,180,967.487512
7.039002,28,967.702083
6.066918,28,967.913905
3.792765,29,968.160132
211.81765,32,968.477936
213.533293,27,968.659877
211.279744,31,968.887174
211.13193,30,969.121671
2.209997,30,969.338752
211.546698,28,969.555172
212.194593,29,969.702947
7.712285,28,969.941366
2.245119,31,970.179451
212.949419,27,970.469241
4.140425,27,970.680029
212.213154,29,970.897115
212.807562,27,971.102805
211.143972,28,971.31064
6.671443,21,971.420116
2.959776,30,971.637889
210.838078,33,971.884165
212.957523,28,972.09107
213.236381,27,972.328585
3.115235,24,972.642767
209.285419,30,972.857989
4.315517,27,972.994115
210.759708,29,973.226869
211.592086,29,973.435977
214.60126,28,973.65508
210.637542,31,973.914187
213.138784,25,974.125011
6.138031,26,974.368845
213.193606,27,974.594532
210.312393,28,974.753422
6.089816,24,974.970197
211.776007,27,975.153302
210.956226,29,975.367438
212.946241,26,975.63484
213.000326,30,975.889574
213.249874,27,976.098335
206.848787,26,976.221504
212.700741,29,976.429967
204.627274,31,976.652538
208.521823,27,976.849023
7.511566,26,977.053094
207.059172,29,977.263691
2.355998,31,977.446673
4.501755,27,977.655948
208.281156,31,977.987535
212.944433,28,978.160758
213.647432,25,978.378303
210.594805,26,978.586321
3.423977,25,978.781448
208.210953,24,978.97081
210.666353,29,979.116522
213.992714,27,979.337814
210.55055,33,979.594714
-128.388147,180,980.976688
3.170857,27,981.2832
208.08611,30,981.504915
214.481629,26,981.706005
4.003232,26,981.830774
213.980998,26,982.044784
0.485699,31,982.296599
4.771525,27,982.522541
210.792931,30,982.740097
204.273432,29,982.969511
4.446439,29,983.197657
211.520939,31,983.431903
213.966771,28,983.732301
0.850864,29,984.045164
206.282547,30,984.200279
209.173103,30,984.42604
213.109457,27,984.650341
212.062439,30,984.87061
5.596537,26,985.099837
213.006896,27,985.305647
203.143349,29,985.527284
211.307835,30,985.765369
213.736588,28,986.055892
6.060211,27,986.191519
4.420677,25,986.402323
2.728737,31,986.63624
11.972757,180,988.065108
5.940145,26,988.296065
212.423371,27,988.440336
208.127215,28,988.649857
212.202035,29,988.868825
211.276073,31,989.101226
213.042079,30,989.336889
211.99637,28,989.549766
209.145085,26,989.768997
212.800781,63,990.283243
213.371366,27,990.517524
211.175405,28,990.670646
210.281628,28,990.906595
213.592364,24,991.12783
212.529546,27,991.336599
-47.276316,180,992.653345
212.544999,28,992.799305
213.386378,30,993.044844
211.474819,30,993.253363
2.914434,180,994.543145
-126.725626,180,995.831154
5.941678,34,996.176865
209.391037,31,996.440831
213.301429,29,996.681793
211.815801,29,996.83732
2.761009,28,997.047667
7.028167,25,997.261819
3.235233,25,997.479355
211.749985,25,997.705396
214.293211,26,997.847971
8.402185,29,998.10882
211.400759,31,998.361897
3.864605,27,998.598032
211.289397,31,998.848676
208.032213,27,999.068869
212.72162,28,999.287951
1.614002,29,999.516423
209.529428,31,999.765182
209.75733,29,1000.00859
212.751705,28,1000.249429
209.008596,31,1000.403427
211.47792,27,1000.627239
207.961912,25,1000.898821
7.244919,23,1001.088356
212.491873,27,1001.310943
211.746807,32,1001.583649
1.782627,45,1001.903988
211.594803,30,1002.171784
212.786441,26,1002.408398
212.389225,28,1002.693442
6.688128,26,1002.909622
213.659111,26,1003.038384
210.894198,29,1003.272101
207.447002,33,1003.507397
16.44022,180,1005.045456
208.893289,26,1005.252035
212.640056,28,1005.485171
209.224278,31,1005.71608
213.881477,30,1005.887686
210.197598,32,1006.138298
7.428754,25,1006.359121
4.732964,28,1006.589846
215.136834,69,1007.17734
211.079666,29,1007.410362
211.108749,33,1007.666422
213.591,29,1007.902787
210.475004,29,1008.130908
4.010127,27,1008.340364
208.905788,28,1008.562915
208.785706,31,1008.784901
210.857781,28,1009.05457
212.037475,31,1009.282147
211.590344,32,1009.523037
206.717437,30,1009.744104
212.299875,29,1009.896945
7.038514,25,1010.109786
5.602683,25,1010.316815
214.255693,25,1010.52012
212.395751,25,1010.731825
210.627912,29,1010.898867
211.532754,27,1011.154782
208.638416,24,1011.347738
209.207736,30,1011.598876
3.345907,26,1011.810552
1.232196,26,1012.017445
212.089193,28,1012.16008
7.576255,26,1012.363121
211.858468,30,1012.604067
7.406722,28,1012.829224
213.727794,28,1013.107441
207.815367,28,1013.328826
211.469848,29,1013.555116
213.423,28,1013.786465
210.746025,32,1014.032119
210.655151,31,1014.287873
213.980568,27,1014.42216
203.300281,30,1014.669785
213.096351,26,1014.894721
212.242271,31,1015.148076
211.482841,27,1015.371456
4.61534,29,1015.587204
211.288563,30,1015.829382
213.035147,28,1016.057872
214.050266,29,1016.287476
211.434814,30,1016.537851
213.764462,26,1016.682862
213.796123,28,1016.941796
5.129182,39,1017.217309
212.178771,30,1017.428322
211.489056,31,1017.672731
4.549031,25,1017.907345
213.494785,26,1018.139689
2.614285,26,1018.357814
5.021316,25,1018.577801
7.186879,23,1018.691622
211.353879,57,1019.171636
210.690383,33,1019.420215
213.665644,30,1019.658964
212.806473,25,1019.859664
15.387973,180,1021.19202
5.156682,39,1021.570195
3.990968,28,1021.789394
3.345622,28,1021.93431
212.06067,27,1022.171865
209.572704,25,1022.386255
213.375215,27,1022.671646
7.964587,27,1022.896593
7.604993,26,1023.114975
213.147642,28,1023.257474
209.505123,29,1023.476329
212.345807,27,1023.673069
-20.063162,180,1025.042562
7.978313,27,1025.263669
207.584867,27,1025.415402
6.212726,28,1025.62421
208.862981,31,1025.852358
5.838497,30,1026.090718
212.641229,67,1026.602752
206.021749,28,1026.863058
213.252028,25,1027.105265
214.388579,27,1027.337502
212.140792,30,1027.587043
17.050231,180,1028.996971
212.537513,30,1029.237061
212.168475,27,1029.443092
211.428564,29,1029.668509
4.876494,24,1029.900322
-42.409446,180,1031.171294
211.662576,26,1031.383332
209.611722,27,1031.618894
5.180792,25,1031.842563
7.503576,25,1032.049453
208.143752,27,1032.2788
206.618617,32,1032.530232
211.566603,28,1032.709496
212.957467,27,1033.008442
213.185982,29,1033.283374
210.897442,30,1033.519465
209.744569,30,1033.740151
213.557263,27,1033.962806
8.126185,26,1034.172428
208.134515,25,1034.292348
213.006635,27,1034.508086
210.157177,28,1034.733237
211.88604,27,1034.948589
210.541653,31,1035.18572
212.472588,28,1035.419645
212.035518,29,1035.64308
213.340782,25,1036.001265
209.410432,32,1036.252871
3.402707,28,1036.38481
3.316297,28,1036.615597
212.794783,30,1036.89786
210.32987,31,1037.14426
209.054462,26,1037.347569
-0.863131,31,1037.579664
-51.295987,180,1038.865537
211.771113,27,1039.005317
7.763569,23,1039.17065
0.348002,28,1039.38244
207.911716,28,1039.603698
6.022134,28,1039.833458
213.09594,28,1040.093072
21.029323,180,1041.482479
211.244686,30,1041.695811
214.082511,29,1041.908228
13.815638,180,1043.291161
7.494651,24,1043.493779
207.833658,26,1043.615803
212.92032,27,1043.854377
3.784571,27,1044.090444
3.344342,28,1044.32261
211.142164,30,1044.553102
212.382934,28,1044.80564
7.344396,26,1045.043339
4.228184,28,1045.197533
211.944026,25,1045.427759
5.924802,28,1045.652379
211.144438,30,1045.874772
212.470352,29,1046.109162
211.477306,29,1046.343462
212.569528,27,1046.552724
4.254343,29,1046.774843
210.14438,28,1046.920038
7.696957,24,1047.125421
1.882804,30,1047.396801
206.688025,28,1047.6697
207.068797,30,1047.911231
211.431316,27,1048.119396
212.856886,28,1048.345218
212.561577,25,1048.472099
3.957513,26,1048.692703
212.949003,23,1048.890939
213.54683,25,1049.114252
213.150798,22,1049.229025
0.147115,28,1049.471227
213.644326,25,1049.683649
17.014548,180,1051.116439
213.846802,26,1051.339785
208.993377,30,1051.536783
211.310488,29,1051.871711
212.168643,31,1052.198584
4.056814,26,1052.453627
4.069623,25,1052.666795
6.091586,22,1052.866034
209.506998,28,1053.098153
7.020079,26,1053.242731
205.895166,26,1053.453211
209.152145,30,1053.687088
5.44362,31,1053.926494
-27.864316,180,1055.220574
213.174782,26,1055.339941
208.660497,25,1055.539626
212.541646,33,1055.787651
212.196147,28,1056.029362
209.475544,31,1056.266031
211.376768,29,1056.592388
207.641433,23,1056.852863
212.976047,30,1057.086819
3.74986,26,1057.296484
209.545141,48,1057.605093
210.459863,98,1058.266195
208.300701,23,1058.439571
7.24936,22,1058.542385
209.564197,27,1058.75383
6.565316,25,1059.031772
214.008504,26,1059.245662
213.290214,30,1059.486059
210.001474,30,1059.724095
6.419248,32,1059.977047
212.682175,26,1060.178688
11.263391,180,1061.457532
212.66311,27,1061.662754
212.711657,26,1061.874853
211.851261,29,1062.101382
208.759087,33,1062.341017
214.186006,28,1062.546293
212.303873,34,1062.808771
207.622933,31,1063.052341
213.538105,29,1063.307127
18.059886,180,1064.661397
210.412392,29,1064.890429
4.118698,27,1065.104577
212.901421,28,1065.350514
210.54151,30,1065.657925
14.136467,180,1066.835088
214.030098,33,1067.088177
210.778781,32,1067.314612
212.758027,27,1067.53619
210.912683,32,1067.827829
206.705362,30,1068.104651
210.225945,60,1068.519304
212.721277,31,1068.77312
211.930742,29,1069.033639
5.279597,27,1069.26451
0.030818,33,1069.511388
212.030379,28,1069.71577
209.790535,31,1069.948871
213.81159,28,1070.17801
210.724787,34,1070.47089
211.408469,29,1070.804433
210.546866,27,1070.932181
5.240583,30,1071.175907
212.813272,29,1071.41289
214.323927,27,1071.618919
203.89944,35,1071.885435
211.194212,30,1072.0974
213.488349,28,1072.307242
214.03199,26,1072.530117
212.7453,26,1072.820657
209.239403,31,1073.072399
7.292886,23,1073.190339
205.03357,28,1073.412648
5.100327,28,1073.634352
4.953198,28,1073.859466
5.04279,24,1074.073941
6.262058,24,1074.198705
212.737674,29,1074.421774
214.207217,27,1074.673153
213.069012,27,1074.96822
207.38115,28,1075.240779
211.247106,29,1075.471867
209.279946,28,1075.70285
212.451869,28,1075.921032
214.082082,25,1076.037173
213.446285,26,1076.237995
211.076906,28,1076.46941
213.102488,23,1076.684438
8.224085,24,1076.893275
6.653755,27,1077.040274
212.339023,31,1077.354834
8.707468,27,1077.57218
213.717831,32,1077.820753
212.259598,28,1078.044424
17.176525,180,1079.407898
7.072555,25,1079.533633
211.538631,30,1079.838808
217.596644,115,1080.800802
213.20724,25,1081.050567
14.657097,180,1082.275005
213.133654,26,1082.495641
6.564035,29,1082.714872
211.669746,30,1082.954288
214.223308,26,1083.179373
212.929213,27,1083.414973
204.883416,29,1083.653764
213.293151,25,1083.779798
6.621276,29,1084.104139
212.390992,29,1084.3349
213.377621,30,1084.572954
210.809539,29,1084.809251
212.63478,26,1085.038192
3.7621,28,1085.257532
209.526236,31,1085.48237
211.851272,27,1085.698318
3.810685,27,1085.833803
212.353876,27,1086.045668
211.099766,26,1086.253403
214.277671,25,1086.455903
207.832988,26,1086.657988
210.841362,31,1086.945601
212.067322,28,1087.091116
205.780875,33,1087.408216
8.604354,27,1087.553627
4.142715,27,1087.777574
211.656968,29,1088.015724
204.712651,37,1088.275228
2.732546,30,1088.523127
210.000768,31,1088.783499
211.701727,62,1089.340896
208.750508,25,1089.546293
206.497125,28,1089.759948
213.141338,26,1089.972489
-0.410447,32,1090.195631
213.067654,26,1090.315341
211.195144,27,1090.517408
214.436789,111,1091.416394
210.886629,33,1091.643045
15.763926,180,1092.934472
-25.714739,180,1094.288433
211.170294,29,1094.502233
5.511026,38,1094.766139
211.663639,28,1094.974504
213.174968,26,1095.173192
213.609536,25,1095.370546
206.975235,30,1095.512131
0.656349,30,1095.742789
212.086904,25,1096.026591
211.772108,24,1096.275145
4.886161,29,1096.503613
208.478323,30,1096.730706
213.364806,28,1096.954263
211.782234,27,1097.172159
1.148066,31,1097.332812
212.614283,26,1097.562663
210.151185,28,1097.792387
208.236978,24,1097.993207
213.398241,26,1098.280821
210.158449,30,1098.604788
1.294666,29,1098.812761
15.46804,180,1100.051142
211.768143,32,1100.289275
207.890413,24,1100.492647
5.531278,26,1100.79237
212.27982,27,1101.005646
210.797883,26,1101.13465
213.235842,29,1101.371692
211.313809,28,1101.582132
213.50335,29,1101.816954
214.074595,27,1102.063812
213.197653,32,1102.307763
211.728487,26,1102.493772
213.805245,25,1102.681623
5.666879,28,1102.831749
210.759176,29,1103.042732
214.228294,31,1103.276227
210.727215,28,1103.482636
12.202809,180,1104.950362
210.953966,26,1105.154122
209.827948,28,1105.339983
211.075997,27,1105.64403
6.215462,27,1105.852979
7.591196,27,1106.069625
6.927309,24,1106.264277
0.116621,26,1106.474673
212.658582,26,1106.612574
211.446087,26,1106.820027
7.534519,24,1107.032789
213.111524,27,1107.254442
15.160612,180,1108.669796
211.265188,27,1108.899469
211.98767,27,1109.126208
212.946882,28,1109.365646
211.415259,28,1109.590019
210.291714,33,1109.866796
212.235543,24,1110.090472
0.055727,29,1110.40696
209.833824,29,1110.539562
210.728425,31,1110.802199
4.594213,27,1111.012919
5.795449,25,1111.218802
213.174513,24,1111.420091
212.674078,26,1111.640644
212.685957,27,1111.783106
210.453201,30,1112.037416
0.789824,32,1112.291438
206.991901,30,1112.627766
206.617731,31,1112.922438
211.072491,30,1113.167711
213.667841,28,1113.400063
213.562165,25,1113.595748
8.063534,26,1113.792068
210.475578,30,1114.006721
212.052258,29,1114.233946
214.609083,30,1114.385742
213.156129,28,1114.602156
212.363162,29,1114.890664
204.923837,33,1115.120717
213.210213,22,1115.310409
208.911114,24,1115.522168
212.58447,26,1115.742553
211.310813,26,1115.861486
4.018451,28,1117.95937
209.609905,29,1118.339156
204.774154,33,1118.652848
210.755297,28,1118.886351
208.07356,24,1119.080852
211.513257,29,1119.307796
7.102653,23,1119.516694
2.345207,31,1119.742935
211.05454,34,1120.004636
210.674926,29,1120.15052
206.487534,30,1120.376269
204.567864,30,1120.677533
5.014687,23,1120.890909
208.157513,31,1121.116753
210.992885,25,1121.33232
6.838552,23,1121.526017
7.248131,24,1121.665176
211.349752,25,1121.860753
210.703456,30,1122.104931
212.630321,35,1122.353621
6.221862,29,1122.639281
205.677809,32,1122.88781
11.443009,180,1124.217069
211.746725,29,1124.472869
212.324697,31,1124.817521
210.712256,27,1124.963941
212.427226,25,1125.175492
209.36529,29,1125.407538
213.433715,25,1125.621407
204.307775,30,1125.844522
7.408379,25,1126.050946
214.933817,28,1126.194773
0.211277,32,1126.449358
211.338596,26,1126.662619
212.68911,25,1126.861964
212.575941,29,1127.092329
212.231851,27,1127.32594
214.449616,28,1127.628489
214.355479,33,1127.901204
215.07809,26,1128.031644
211.6468,31,1128.25877
206.096701,30,1128.496101
209.918061,30,1128.756817
212.96866,22,1128.972004
210.491143,28,1129.206126
8.655387,25,1129.423139
4.12771,29,1129.657068
212.330978,43,1129.964526
4.968076,24,1130.168401
4.324372,26,1130.302855
17.82873,180,1131.743342
5.880393,26,1131.943735
206.667418,28,1132.154
213.18774,24,1132.351458
212.185605,27,1132.492496
212.163185,30,1132.741448
213.022838,29,1132.993294
212.951307,25,1133.20981
208.026211,26,1133.418917
5.801091,27,1133.650484
211.842504,26,1133.784022
212.432688,30,1134.032392
210.941154,30,1134.263294
207.633045,34,1134.510375
17.416767,180,1135.956592
5.676574,25,1136.164685
7.982407,25,1136.367905
211.95809,27,1136.498502
210.27754,28,1136.721373
208.067099,24,1136.942079
212.405214,34,1137.228664
213.383486,30,1137.57151
207.698037,23,1137.824114
205.287328,31,1138.049196
4.08642,22,1138.165515
211.347564,25,1138.353095
6.152137,20,1138.533314
211.834172,26,1138.741952
206.938362,26,1138.862971
6.510332,25,1139.056712
7.48087,28,1139.259259
213.787619,30,1139.491698
212.772579,28,1139.731908
213.844901,28,1140.037937
213.583923,26,1140.236713
215.036131,28,1140.452495
1.599367,33,1140.699764
213.549513,26,1140.821336
206.780281,28,1141.045382
207.929991,23,1141.255902
210.943027,28,1141.477036
2.743803,31,1141.719806
206.892218,29,1141.937816
4.425887,30,1142.16287
1.485488,28,1142.374181
3.571578,28,1142.53039
0.01959,30,1142.845991
203.855439,30,1143.145986
211.332257,29,1143.429249
203.622521,32,1143.652369
214.033189,27,1143.859159
211.049095,31,1144.08883
212.286412,27,1144.293012
206.737767,28,1144.504139
214.480654,29,1144.745007
212.284949,27,1144.88788
4.525244,28,1145.108435
213.205524,24,1145.315287
211.782471,27,1145.542693
211.829821,28,1145.838892
206.761289,29,1146.067674
206.089693,31,1146.290607
212.292303,24,1146.412999
213.823225,31,1146.65855
3.272965,33,1146.912544
213.121461,27,1147.137846
211.751103,28,1147.353266
213.798495,31,1147.605978
205.402661,26,1147.851014
210.971938,28,1148.162707
6.189131,22,1148.282748
4.954757,28,1148.508234
213.352844,30,1148.758252
214.922303,31,1149.012774
215.689279,57,1149.498901
4.974768,25,1149.712801
211.908369,29,1149.964383
6.803335,23,1150.083702
212.207933,59,1150.552671
213.720656,27,1150.759562
209.630137,32,1150.991167
213.529625,25,1151.200876
208.128921,25,1151.408081
211.428447,31,1151.662509
210.498088,27,1151.881572
207.953892,32,1152.177738
203.265479,31,1152.32509
210.947896,29,1152.563625
8.803368,27,1152.806333
213.245957,24,1153.023334
3.718406,28,1153.255974
210.344841,29,1153.471444
208.433504,26,1153.683873
214.285359,31,1153.924287
213.844507,30,1154.079616
207.244039,22,1154.270836
209.83131,30,1154.486896
211.442468,26,1154.694395
211.629658,28,1154.986344
210.921899,27,1155.183219
214.142434,32,1155.448181
214.187407,25,1155.571738
213.053467,28,1155.797594
210.328117,29,1156.032857
205.343432,32,1156.26281
212.800873,25,1156.457682
212.988498,25,1156.668577
214.493492,25,1156.941333
212.041341,27,1157.114344
213.464135,28,1157.347088
213.602934,25,1157.569941
208.502411,24,1157.769764
209.464281,26,1157.997694
208.037054,25,1158.130777
208.896802,24,1158.324387
3.763477,30,1158.536235
212.451912,26,1158.722066
212.421943,29,1159.031194
206.132168,29,1159.246656
207.567999,25,1159.369502
210.836482,28,1159.598739
210.375074,30,1159.827592
210.122285,28,1160.054318
213.451739,28,1160.283535
214.076065,30,1160.532195
211.902752,26,1160.7547
213.344034,30,1161.00768
210.010763,30,1161.255649
7.880914,22,1161.364984
210.677128,31,1161.615567
212.638306,29,1161.860641
8.388707,28,1162.072651
211.250336,31,1162.316935
209.796467,29,1162.5443
213.085663,25,1162.772996
7.913495,22,1162.935961
6.656142,28,1163.230036
205.86742,30,1163.486706
213.311695,28,1163.714148
212.097024,27,1163.945432
5.080622,28,1164.224588
214.447134,25,1164.432752
213.134694,33,1164.693928
211.373085,31,1164.947021
206.773268,28,1165.188955
212.698277,27,1165.339335
213.271478,27,1165.554394
7.109872,26,1165.76848
7.580527,25,1165.967369
212.263536,25,1166.24309
210.983242,30,1166.572742
3.684183,27,1166.70227
213.362826,25,1166.932122
211.413755,30,1167.182154
209.06289,34,1167.437451
206.472824,27,1167.652942
206.661614,29,1167.893617
214.333727,30,1168.133345
4.834013,29,1168.381728
206.71493,27,1168.687071
210.372403,28,1168.855054
4.414165,28,1169.112832
211.402389,25,1169.342904
207.099328,28,1169.573478
212.930761,28,1169.810209
211.836518,31,1170.038369
210.414934,31,1170.298984
213.14276,27,1170.525463
6.01274,27,1170.660833
4.978642,25,1170.866329
213.809708,24,1171.082561
210.923533,31,1171.32985
210.137948,30,1171.612256
209.33456,35,1171.87135
214.340622,26,1172.074862
208.046712,28,1172.280509
211.55613,30,1172.525272
214.357925,26,1172.671998
211.0452,27,1172.903208
210.874054,28,1173.116538
208.751569,24,1173.321486
206.327593,30,1173.605877
211.188077,29,1173.830175
207.077033,23,1173.945144
2.897476,27,1174.159127
203.023294,31,1174.399184
4.402496,26,1174.61655
1.870927,25,1174.815853
209.0739,28,1175.058687
7.831894,22,1175.164209
208.420948,24,1175.373297
7.347968,26,1175.587858
213.484192,27,1175.823132
208.601548,26,1176.061221
211.209263,30,1176.328044
214.69442,28,1176.477052
208.028385,26,1176.697062
213.05304,24,1176.921746
208.574547,24,1177.124336
212.554003,28,1177.334806
205.073469,37,1177.623484
212.961341,25,1177.837943
211.85878,33,1178.097114
211.535763,28,1178.303008
211.346091,28,1178.438233
2.772147,32,1178.694219
213.210505,27,1178.929085
211.067865,33,1179.238368
212.146106,26,1179.445178
212.703167,28,1179.656354
208.701918,28,1179.883292
210.870356,25,1180.087737
4.501665,26,1180.216871
210.997628,30,1180.467579
213.548013,31,1180.719411
212.68255,29,1180.973016
209.631503,34,1181.251736
212.512009,30,1181.535897
214.158621,31,1181.859475
213.947425,28,1182.090145
213.942199,28,1182.334838
210.605634,32,1182.579108
213.674228,34,1182.847819
206.111156,25,1183.055854
214.211294,25,1183.270045
211.169627,25,1183.390677
4.538372,31,1183.627668
210.030388,33,1183.927331
207.952326,29,1184.146137
214.362043,30,1184.383498
210.556319,29,1184.603736
208.419351,26,1184.81951
210.794297,29,1185.068098
209.039091,30,1185.310826
211.106012,29,1185.55584
3.903728,29,1185.878604
205.214572,37,1186.222149
212.691341,30,1186.450916
213.896039,31,1186.686875
5.452688,28,1186.93742
1.658796,27,1187.075061
209.735951,28,1187.293451
211.005679,31,1187.546855
206.104955,32,1187.796
212.418755,28,1188.040497
212.819322,32,1188.377436
209.727059,36,1188.689976
208.638215,34,1188.942686
205.749661,36,1189.223169
213.419591,23,1189.421565
210.790201,25,1189.618257
211.982726,25,1189.818573
207.572433,39,1190.10981
213.100416,27,1190.333373
206.067036,30,1190.543849
4.948944,28,1190.776679
213.537425,30,1190.940161
214.31606,32,1191.253753
6.108311,28,1191.479392
210.716631,27,1191.682988
213.97855,24,1191.88633
211.760727,31,1192.128058
211.852986,37,1192.408727
212.700483,34,1192.67984
214.543172,30,1192.927096
9.055624,24,1193.213598
5.691795,26,1193.42787
209.478275,26,1193.553724
211.240493,28,1193.773089
5.353486,26,1193.983635
208.652296,25,1194.176261
213.760457,29,1194.391087
208.690773,25,1194.578536
211.032906,30,1194.80531
211.148023,26,1194.925275
205.630076,26,1195.189072
210.36183,28,1195.418305
213.238422,24,1195.624978
209.689941,31,1195.852047
211.806305,31,1196.102127
213.969889,32,1196.361192
210.852355,29,1196.589196
206.621749,27,1196.721209
212.062081,28,1196.9381
209.048247,24,1197.210433
214.291373,25,1197.414989
213.920444,24,1197.610746
204.835277,35,1197.867445
213.820991,25,1198.065027
210.319477,33,1198.310441
214.879718,31,1198.554911
2.500254,31,1198.741817
209.914769,29,1198.969149
211.237979,27,1199.246653
212.78844,27,1199.471474
211.66446,28,1199.690367
210.979622,28,1199.919809
4.469653,29,1200.140613
212.934223,25,1200.356274
213.917215,24,1200.466799
210.616399,30,1200.702163
214.031027,32,1200.978987
209.789709,26,1201.209258
214.028112,32,1201.467813
211.074968,33,1201.727466
212.586679,25,1201.944597
