method,target_sut,seed,checkpoint,selected_count,failure_count,failure_ratio,recall,critical_count
DETOUR-static,SUT-D,1,20,20,15,0.75,0.3191489361702128,19
Random,SUT-D,1,5,5,2,0.4,0.0425531914893617,4
Random,SUT-D,1,10,10,4,0.4,0.0851063829787234,6
Random,SUT-D,1,20,20,8,0.4,0.1702127659574468,10
Nearest-Failure-global,SUT-D,1,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,1,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,1,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,1,5,5,4,0.8,0.16,5
DETOUR-within-SUT-static,SUT-D,1,10,10,6,0.6,0.24,10
DETOUR-within-SUT-static,SUT-D,1,20,20,14,0.7,0.56,20
Random-within-SUT,SUT-D,1,5,5,1,0.2,0.04,1
Random-within-SUT,SUT-D,1,10,10,1,0.1,0.04,2
Random-within-SUT,SUT-D,1,20,20,6,0.3,0.24,8
Nearest-Failure-global-within-SUT,SUT-D,1,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,1,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,1,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,2,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,2,10,10,10,1.0,0.2127659574468085,10
DETOUR-static,SUT-D,2,20,20,17,0.85,0.3617021276595745,19
Random,SUT-D,2,5,5,0,0.0,0.0,1
Random,SUT-D,2,10,10,1,0.1,0.02127659574468085,2
Random,SUT-D,2,20,20,1,0.05,0.02127659574468085,5
Nearest-Failure-global,SUT-D,2,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,2,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,2,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,2,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,2,10,10,9,0.9,0.36,10
DETOUR-within-SUT-static,SUT-D,2,20,20,18,0.9,0.72,19
Random-within-SUT,SUT-D,2,5,5,0,0.0,0.0,2
Random-within-SUT,SUT-D,2,10,10,3,0.3,0.12,5
Random-within-SUT,SUT-D,2,20,20,6,0.3,0.24,8
Nearest-Failure-global-within-SUT,SUT-D,2,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,2,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,2,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,3,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,3,10,10,9,0.9,0.19148936170212766,10
DETOUR-static,SUT-D,3,20,20,17,0.85,0.3617021276595745,20
Random,SUT-D,3,5,5,1,0.2,0.02127659574468085,2
Random,SUT-D,3,10,10,2,0.2,0.0425531914893617,3
Random,SUT-D,3,20,20,5,0.25,0.10638297872340426,6
Nearest-Failure-global,SUT-D,3,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,3,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,3,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,3,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,3,10,10,7,0.7,0.28,10
DETOUR-within-SUT-static,SUT-D,3,20,20,13,0.65,0.52,18
Random-within-SUT,SUT-D,3,5,5,1,0.2,0.04,1
Random-within-SUT,SUT-D,3,10,10,2,0.2,0.08,4
Random-within-SUT,SUT-D,3,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,3,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,3,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,3,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,4,5,5,3,0.6,0.06382978723404255,5
DETOUR-static,SUT-D,4,10,10,6,0.6,0.1276595744680851,10
DETOUR-static,SUT-D,4,20,20,15,0.75,0.3191489361702128,20
Random,SUT-D,4,5,5,1,0.2,0.02127659574468085,3
Random,SUT-D,4,10,10,1,0.1,0.02127659574468085,4
Random,SUT-D,4,20,20,6,0.3,0.1276595744680851,10
Nearest-Failure-global,SUT-D,4,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,4,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,4,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,4,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,4,10,10,10,1.0,0.4,10
DETOUR-within-SUT-static,SUT-D,4,20,20,14,0.7,0.56,19
Random-within-SUT,SUT-D,4,5,5,2,0.4,0.08,3
Random-within-SUT,SUT-D,4,10,10,3,0.3,0.12,5
Random-within-SUT,SUT-D,4,20,20,6,0.3,0.24,8
Nearest-Failure-global-within-SUT,SUT-D,4,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,4,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,4,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,5,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,5,10,10,8,0.8,0.1702127659574468,10
DETOUR-static,SUT-D,5,20,20,16,0.8,0.3404255319148936,20
Random,SUT-D,5,5,5,1,0.2,0.02127659574468085,4
Random,SUT-D,5,10,10,3,0.3,0.06382978723404255,7
Random,SUT-D,5,20,20,5,0.25,0.10638297872340426,12
Nearest-Failure-global,SUT-D,5,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,5,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,5,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,5,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,5,10,10,9,0.9,0.36,10
DETOUR-within-SUT-static,SUT-D,5,20,20,16,0.8,0.64,18
Random-within-SUT,SUT-D,5,5,5,1,0.2,0.04,2
Random-within-SUT,SUT-D,5,10,10,2,0.2,0.08,4
Random-within-SUT,SUT-D,5,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,5,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,5,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,5,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,6,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,6,10,10,9,0.9,0.19148936170212766,10
DETOUR-static,SUT-D,6,20,20,16,0.8,0.3404255319148936,19
Random,SUT-D,6,5,5,1,0.2,0.02127659574468085,3
Random,SUT-D,6,10,10,2,0.2,0.0425531914893617,5
Random,SUT-D,6,20,20,4,0.2,0.0851063829787234,8
Nearest-Failure-global,SUT-D,6,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,6,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,6,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,6,5,5,3,0.6,0.12,4
DETOUR-within-SUT-static,SUT-D,6,10,10,7,0.7,0.28,9
DETOUR-within-SUT-static,SUT-D,6,20,20,15,0.75,0.6,18
Random-within-SUT,SUT-D,6,5,5,1,0.2,0.04,2
Random-within-SUT,SUT-D,6,10,10,2,0.2,0.08,5
Random-within-SUT,SUT-D,6,20,20,5,0.25,0.2,9
Nearest-Failure-global-within-SUT,SUT-D,6,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,6,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,6,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,7,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,7,10,10,7,0.7,0.14893617021276595,10
DETOUR-static,SUT-D,7,20,20,13,0.65,0.2765957446808511,19
Random,SUT-D,7,5,5,0,0.0,0.0,1
Random,SUT-D,7,10,10,2,0.2,0.0425531914893617,3
Random,SUT-D,7,20,20,3,0.15,0.06382978723404255,7
Nearest-Failure-global,SUT-D,7,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,7,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,7,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,7,5,5,4,0.8,0.16,5
DETOUR-within-SUT-static,SUT-D,7,10,10,9,0.9,0.36,10
DETOUR-within-SUT-static,SUT-D,7,20,20,16,0.8,0.64,19
Random-within-SUT,SUT-D,7,5,5,2,0.4,0.08,3
Random-within-SUT,SUT-D,7,10,10,3,0.3,0.12,6
Random-within-SUT,SUT-D,7,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,7,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,7,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,7,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,8,5,5,3,0.6,0.06382978723404255,5
DETOUR-static,SUT-D,8,10,10,7,0.7,0.14893617021276595,9
DETOUR-static,SUT-D,8,20,20,12,0.6,0.2553191489361702,18
Random,SUT-D,8,5,5,2,0.4,0.0425531914893617,2
Random,SUT-D,8,10,10,2,0.2,0.0425531914893617,2
Random,SUT-D,8,20,20,5,0.25,0.10638297872340426,7
Nearest-Failure-global,SUT-D,8,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,8,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,8,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,8,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,8,10,10,8,0.8,0.32,9
DETOUR-within-SUT-static,SUT-D,8,20,20,15,0.75,0.6,19
Random-within-SUT,SUT-D,8,5,5,2,0.4,0.08,2
Random-within-SUT,SUT-D,8,10,10,4,0.4,0.16,5
Random-within-SUT,SUT-D,8,20,20,8,0.4,0.32,10
Nearest-Failure-global-within-SUT,SUT-D,8,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,8,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,8,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,9,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,9,10,10,7,0.7,0.14893617021276595,10
DETOUR-static,SUT-D,9,20,20,17,0.85,0.3617021276595745,20
Random,SUT-D,9,5,5,0,0.0,0.0,3
Random,SUT-D,9,10,10,0,0.0,0.0,5
Random,SUT-D,9,20,20,1,0.05,0.02127659574468085,8
Nearest-Failure-global,SUT-D,9,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,9,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,9,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,9,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,9,10,10,8,0.8,0.32,10
DETOUR-within-SUT-static,SUT-D,9,20,20,15,0.75,0.6,19
Random-within-SUT,SUT-D,9,5,5,2,0.4,0.08,2
Random-within-SUT,SUT-D,9,10,10,3,0.3,0.12,4
Random-within-SUT,SUT-D,9,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,9,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,9,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,9,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,10,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,10,10,10,10,1.0,0.2127659574468085,10
DETOUR-static,SUT-D,10,20,20,16,0.8,0.3404255319148936,19
Random,SUT-D,10,5,5,2,0.4,0.0425531914893617,3
Random,SUT-D,10,10,10,2,0.2,0.0425531914893617,5
Random,SUT-D,10,20,20,4,0.2,0.0851063829787234,10
Nearest-Failure-global,SUT-D,10,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,10,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,10,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,10,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,10,10,10,9,0.9,0.36,10
DETOUR-within-SUT-static,SUT-D,10,20,20,15,0.75,0.6,20
Random-within-SUT,SUT-D,10,5,5,2,0.4,0.08,3
Random-within-SUT,SUT-D,10,10,10,4,0.4,0.16,5
Random-within-SUT,SUT-D,10,20,20,8,0.4,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,10,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,10,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,10,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,11,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,11,10,10,7,0.7,0.14893617021276595,10
DETOUR-static,SUT-D,11,20,20,15,0.75,0.3191489361702128,20
Random,SUT-D,11,5,5,3,0.6,0.06382978723404255,4
Random,SUT-D,11,10,10,7,0.7,0.14893617021276595,8
Random,SUT-D,11,20,20,9,0.45,0.19148936170212766,12
Nearest-Failure-global,SUT-D,11,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,11,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,11,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,11,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,11,10,10,10,1.0,0.4,10
DETOUR-within-SUT-static,SUT-D,11,20,20,15,0.75,0.6,20
Random-within-SUT,SUT-D,11,5,5,1,0.2,0.04,1
Random-within-SUT,SUT-D,11,10,10,2,0.2,0.08,3
Random-within-SUT,SUT-D,11,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,11,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,11,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,11,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,12,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,12,10,10,9,0.9,0.19148936170212766,10
DETOUR-static,SUT-D,12,20,20,17,0.85,0.3617021276595745,20
Random,SUT-D,12,5,5,1,0.2,0.02127659574468085,1
Random,SUT-D,12,10,10,2,0.2,0.0425531914893617,4
Random,SUT-D,12,20,20,3,0.15,0.06382978723404255,6
Nearest-Failure-global,SUT-D,12,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,12,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,12,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,12,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,12,10,10,8,0.8,0.32,10
DETOUR-within-SUT-static,SUT-D,12,20,20,15,0.75,0.6,19
Random-within-SUT,SUT-D,12,5,5,2,0.4,0.08,2
Random-within-SUT,SUT-D,12,10,10,5,0.5,0.2,5
Random-within-SUT,SUT-D,12,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,12,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,12,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,12,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,13,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,13,10,10,9,0.9,0.19148936170212766,10
DETOUR-static,SUT-D,13,20,20,17,0.85,0.3617021276595745,20
Random,SUT-D,13,5,5,1,0.2,0.02127659574468085,1
Random,SUT-D,13,10,10,1,0.1,0.02127659574468085,3
Random,SUT-D,13,20,20,5,0.25,0.10638297872340426,7
Nearest-Failure-global,SUT-D,13,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,13,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,13,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,13,5,5,3,0.6,0.12,4
DETOUR-within-SUT-static,SUT-D,13,10,10,7,0.7,0.28,8
DETOUR-within-SUT-static,SUT-D,13,20,20,11,0.55,0.44,16
Random-within-SUT,SUT-D,13,5,5,1,0.2,0.04,3
Random-within-SUT,SUT-D,13,10,10,1,0.1,0.04,6
Random-within-SUT,SUT-D,13,20,20,5,0.25,0.2,12
Nearest-Failure-global-within-SUT,SUT-D,13,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,13,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,13,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,14,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,14,10,10,8,0.8,0.1702127659574468,9
DETOUR-static,SUT-D,14,20,20,16,0.8,0.3404255319148936,19
Random,SUT-D,14,5,5,1,0.2,0.02127659574468085,1
Random,SUT-D,14,10,10,2,0.2,0.0425531914893617,3
Random,SUT-D,14,20,20,2,0.1,0.0425531914893617,4
Nearest-Failure-global,SUT-D,14,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,14,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,14,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,14,5,5,4,0.8,0.16,5
DETOUR-within-SUT-static,SUT-D,14,10,10,8,0.8,0.32,10
DETOUR-within-SUT-static,SUT-D,14,20,20,15,0.75,0.6,20
Random-within-SUT,SUT-D,14,5,5,0,0.0,0.0,3
Random-within-SUT,SUT-D,14,10,10,2,0.2,0.08,5
Random-within-SUT,SUT-D,14,20,20,3,0.15,0.12,8
Nearest-Failure-global-within-SUT,SUT-D,14,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,14,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,14,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,15,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,15,10,10,7,0.7,0.14893617021276595,10
DETOUR-static,SUT-D,15,20,20,15,0.75,0.3191489361702128,20
Random,SUT-D,15,5,5,2,0.4,0.0425531914893617,3
Random,SUT-D,15,10,10,3,0.3,0.06382978723404255,4
Random,SUT-D,15,20,20,6,0.3,0.1276595744680851,7
Nearest-Failure-global,SUT-D,15,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,15,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,15,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,15,5,5,4,0.8,0.16,5
DETOUR-within-SUT-static,SUT-D,15,10,10,8,0.8,0.32,10
DETOUR-within-SUT-static,SUT-D,15,20,20,14,0.7,0.56,19
Random-within-SUT,SUT-D,15,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-D,15,10,10,2,0.2,0.08,3
Random-within-SUT,SUT-D,15,20,20,6,0.3,0.24,7
Nearest-Failure-global-within-SUT,SUT-D,15,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,15,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,15,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,16,5,5,4,0.8,0.0851063829787234,5
DETOUR-static,SUT-D,16,10,10,7,0.7,0.14893617021276595,10
DETOUR-static,SUT-D,16,20,20,15,0.75,0.3191489361702128,20
Random,SUT-D,16,5,5,1,0.2,0.02127659574468085,1
Random,SUT-D,16,10,10,3,0.3,0.06382978723404255,3
Random,SUT-D,16,20,20,9,0.45,0.19148936170212766,11
Nearest-Failure-global,SUT-D,16,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,16,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,16,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,16,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,16,10,10,7,0.7,0.28,10
DETOUR-within-SUT-static,SUT-D,16,20,20,15,0.75,0.6,19
Random-within-SUT,SUT-D,16,5,5,1,0.2,0.04,3
Random-within-SUT,SUT-D,16,10,10,2,0.2,0.08,6
Random-within-SUT,SUT-D,16,20,20,6,0.3,0.24,10
Nearest-Failure-global-within-SUT,SUT-D,16,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,16,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,16,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,17,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,17,10,10,9,0.9,0.19148936170212766,10
DETOUR-static,SUT-D,17,20,20,18,0.9,0.3829787234042553,20
Random,SUT-D,17,5,5,1,0.2,0.02127659574468085,2
Random,SUT-D,17,10,10,3,0.3,0.06382978723404255,5
Random,SUT-D,17,20,20,6,0.3,0.1276595744680851,9
Nearest-Failure-global,SUT-D,17,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,17,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,17,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,17,5,5,4,0.8,0.16,5
DETOUR-within-SUT-static,SUT-D,17,10,10,9,0.9,0.36,10
DETOUR-within-SUT-static,SUT-D,17,20,20,16,0.8,0.64,20
Random-within-SUT,SUT-D,17,5,5,2,0.4,0.08,2
Random-within-SUT,SUT-D,17,10,10,3,0.3,0.12,4
Random-within-SUT,SUT-D,17,20,20,4,0.2,0.16,5
Nearest-Failure-global-within-SUT,SUT-D,17,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,17,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,17,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,18,5,5,3,0.6,0.06382978723404255,5
DETOUR-static,SUT-D,18,10,10,7,0.7,0.14893617021276595,10
DETOUR-static,SUT-D,18,20,20,14,0.7,0.2978723404255319,19
Random,SUT-D,18,5,5,1,0.2,0.02127659574468085,4
Random,SUT-D,18,10,10,3,0.3,0.06382978723404255,8
Random,SUT-D,18,20,20,4,0.2,0.0851063829787234,10
Nearest-Failure-global,SUT-D,18,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,18,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,18,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,18,5,5,4,0.8,0.16,4
DETOUR-within-SUT-static,SUT-D,18,10,10,8,0.8,0.32,9
DETOUR-within-SUT-static,SUT-D,18,20,20,13,0.65,0.52,17
Random-within-SUT,SUT-D,18,5,5,1,0.2,0.04,1
Random-within-SUT,SUT-D,18,10,10,1,0.1,0.04,4
Random-within-SUT,SUT-D,18,20,20,3,0.15,0.12,7
Nearest-Failure-global-within-SUT,SUT-D,18,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,18,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,18,20,20,16,0.8,0.64,18
DETOUR-static,SUT-D,19,5,5,5,1.0,0.10638297872340426,5
DETOUR-static,SUT-D,19,10,10,8,0.8,0.1702127659574468,10
DETOUR-static,SUT-D,19,20,20,17,0.85,0.3617021276595745,20
Random,SUT-D,19,5,5,0,0.0,0.0,0
Random,SUT-D,19,10,10,2,0.2,0.0425531914893617,4
Random,SUT-D,19,20,20,4,0.2,0.0851063829787234,7
Nearest-Failure-global,SUT-D,19,5,5,2,0.4,0.0425531914893617,4
Nearest-Failure-global,SUT-D,19,10,10,6,0.6,0.1276595744680851,9
Nearest-Failure-global,SUT-D,19,20,20,11,0.55,0.23404255319148937,19
DETOUR-within-SUT-static,SUT-D,19,5,5,5,1.0,0.2,5
DETOUR-within-SUT-static,SUT-D,19,10,10,8,0.8,0.32,10
DETOUR-within-SUT-static,SUT-D,19,20,20,13,0.65,0.52,19
Random-within-SUT,SUT-D,19,5,5,3,0.6,0.12,3
Random-within-SUT,SUT-D,19,10,10,4,0.4,0.16,6
Random-within-SUT,SUT-D,19,20,20,6,0.3,0.24,9
Nearest-Failure-global-within-SUT,SUT-D,19,5,5,4,0.8,0.16,4
Nearest-Failure-global-within-SUT,SUT-D,19,10,10,8,0.8,0.32,9
Nearest-Failure-global-within-SUT,SUT-D,19,20,20,16,0.8,0.64,18
DETOUR-static,SUT-E,0,5,5,1,0.2,0.06666666666666667,1
DETOUR-static,SUT-E,0,10,10,3,0.3,0.2,5
DETOUR-static,SUT-E,0,20,20,8,0.4,0.5333333333333333,15
Random,SUT-E,0,5,5,0,0.0,0.0,2
Random,SUT-E,0,10,10,0,0.0,0.0,3
Random,SUT-E,0,20,20,0,0.0,0.0,5
Nearest-Failure-global,SUT-E,0,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,0,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,0,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,0,5,5,1,0.2,0.2,5
DETOUR-within-SUT-static,SUT-E,0,10,10,2,0.2,0.4,7
DETOUR-within-SUT-static,SUT-E,0,20,20,3,0.15,0.6,8
Random-within-SUT,SUT-E,0,5,5,0,0.0,0.0,0
Random-within-SUT,SUT-E,0,10,10,0,0.0,0.0,0
Random-within-SUT,SUT-E,0,20,20,0,0.0,0.0,0
Nearest-Failure-global-within-SUT,SUT-E,0,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,0,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,0,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,1,5,5,2,0.4,0.13333333333333333,3
DETOUR-static,SUT-E,1,10,10,5,0.5,0.3333333333333333,8
DETOUR-static,SUT-E,1,20,20,7,0.35,0.4666666666666667,16
Random,SUT-E,1,5,5,2,0.4,0.13333333333333333,2
Random,SUT-E,1,10,10,4,0.4,0.26666666666666666,4
Random,SUT-E,1,20,20,5,0.25,0.3333333333333333,6
Nearest-Failure-global,SUT-E,1,5,5,1,0.2,0.06666666666666667,2
Nearest-Failure-global,SUT-E,1,10,10,3,0.3,0.2,5
Nearest-Failure-global,SUT-E,1,20,20,6,0.3,0.4,11
DETOUR-within-SUT-static,SUT-E,1,5,5,2,0.4,0.4,5
DETOUR-within-SUT-static,SUT-E,1,10,10,2,0.2,0.4,7
DETOUR-within-SUT-static,SUT-E,1,20,20,4,0.2,0.8,10
Random-within-SUT,SUT-E,1,5,5,0,0.0,0.0,1
Random-within-SUT,SUT-E,1,10,10,0,0.0,0.0,1
Random-within-SUT,SUT-E,1,20,20,0,0.0,0.0,4
Nearest-Failure-global-within-SUT,SUT-E,1,5,5,3,0.6,0.6,5
Nearest-Failure-global-within-SUT,SUT-E,1,10,10,4,0.4,0.8,8
Nearest-Failure-global-within-SUT,SUT-E,1,20,20,4,0.2,0.8,12
DETOUR-static,SUT-E,2,5,5,2,0.4,0.13333333333333333,5
DETOUR-static,SUT-E,2,10,10,4,0.4,0.26666666666666666,8
DETOUR-static,SUT-E,2,20,20,4,0.2,0.26666666666666666,14
Random,SUT-E,2,5,5,0,0.0,0.0,0
Random,SUT-E,2,10,10,0,0.0,0.0,1
