#{"t_start": 1784480289.034111, "env_id": "None"}
r,l,t
214.881858,84,1080.090994
6.323768,180,1081.470091
-0.085805,14,1081.541714
209.033271,26,1081.819171
4.404846,180,1083.165255
6.171503,27,1083.369982
6.126904,21,1083.491965
3.196184,23,1083.769664
4.090125,26,1083.979594
-0.463732,30,1084.226146
-1.165897,23,1084.446922
6.557396,180,1085.687421
211.077677,34,1085.988861
1.182723,27,1086.189743
212.519435,27,1086.415855
3.208264,29,1086.627903
209.092456,38,1086.899608
8.034835,27,1087.124835
3.36295,30,1087.342225
209.21626,32,1087.565403
213.865274,36,1087.893286
0.385514,25,1088.128197
-0.277342,31,1088.397566
8.690276,180,1089.613902
211.194412,32,1089.853262
213.298875,28,1090.13258
-1.824062,23,1090.357373
1.272125,28,1090.594207
214.501121,28,1090.818644
6.188561,26,1090.949465
212.915277,29,1091.164067
0.478763,32,1091.42069
3.780904,26,1091.639504
5.905717,21,1091.849161
1.086666,29,1092.159658
-1.17314,23,1092.281034
213.100685,29,1092.501831
4.005109,28,1092.703659
212.123349,31,1092.92549
3.190755,180,1094.31476
211.625474,30,1094.546104
1.714963,21,1094.676239
4.31651,27,1094.897852
212.288192,33,1095.137846
209.04822,33,1095.374236
0.548252,28,1095.612582
213.337914,28,1095.842328
3.475925,28,1096.167608
213.318311,28,1096.38792
0.485625,31,1096.616133
211.617505,31,1096.841317
2.153163,16,1096.930266
212.943713,29,1097.143375
211.23225,31,1097.363864
3.197232,26,1097.560605
213.653249,29,1097.779491
-0.138855,29,1098.087012
4.91624,25,1098.29741
211.290445,31,1098.521501
214.43509,27,1098.657757
212.466737,28,1098.863687
5.16389,23,1099.051811
-0.961968,28,1099.274272
1.624811,180,1100.610385
212.901888,34,1100.93836
213.997019,27,1101.083413
214.008183,28,1101.312136
4.101846,19,1101.508865
212.901678,39,1101.786061
2.336501,23,1101.996506
3.01969,23,1102.118003
4.985689,180,1103.582551
3.781586,25,1103.804832
207.141122,22,1104.019628
214.493753,27,1104.161818
-0.578695,16,1104.346099
2.211434,27,1104.594065
1.00834,180,1105.919777
3.617923,24,1106.133677
5.32179,180,1107.686792
208.666576,32,1107.942263
210.677606,29,1108.178382
3.695078,21,1108.311904
6.382982,19,1108.501792
7.151288,180,1109.886861
7.794037,180,1111.295709
3.534477,18,1111.493237
4.546558,24,1111.621298
5.045062,180,1112.93913
0.908151,14,1113.104545
4.540355,17,1113.202881
5.900369,20,1113.447577
211.631001,31,1113.687497
213.156863,30,1113.912893
4.320314,27,1114.04017
4.57405,180,1115.479075
-1.180206,28,1115.776588
213.854425,27,1115.986883
2.792746,27,1116.200601
3.358197,180,1117.411076
214.043696,26,1117.659107
210.82994,25,1117.92969
6.430703,180,1119.11551
211.035462,24,1119.337902
5.91125,19,1119.536606
210.769026,30,1119.779217
209.10002,31,1120.023368
3.276522,23,1120.144636
211.31165,29,1120.37798
4.494039,23,1120.571064
4.269644,24,1120.777278
4.112792,22,1120.966775
2.93113,180,1122.227215
4.099324,24,1122.433062
208.578807,28,1122.6514
-0.971895,30,1122.870905
2.83707,20,1122.970369
6.835584,21,1123.152909
-1.71984,32,1123.380408
8.163189,22,1123.580364
212.303541,25,1123.702592
3.377799,21,1123.906015
6.506162,22,1124.097647
3.008225,25,1124.318692
5.343142,18,1124.420265
3.890722,27,1124.697491
211.695078,29,1125.017866
212.699463,27,1125.294419
211.493401,29,1125.515707
213.010974,28,1125.740285
7.556778,21,1125.863297
0.782647,22,1128.123562
6.383846,21,1128.514367
-4.328781,15,1128.611062
-2.088247,27,1128.905058
209.492478,28,1129.183403
-4.765098,33,1129.512063
5.117166,18,1129.688503
0.225719,26,1129.815509
6.452421,21,1130.00296
-2.561568,30,1130.224491
-4.301183,31,1130.453398
-3.162712,33,1130.691077
0.59118,14,1130.781218
-3.916185,25,1130.998446
1.225012,14,1131.167227
1.984437,30,1131.46152
-0.872524,30,1131.689257
2.407022,31,1131.911848
0.172815,31,1132.048855
0.799738,33,1132.357413
5.604227,24,1132.476186
208.512281,33,1132.701799
7.794484,180,1133.979356
4.818035,25,1134.174877
1.031615,23,1134.285411
205.90576,26,1134.494493
2.878761,22,1134.676429
-0.355112,26,1134.8848
211.178305,30,1135.125375
1.448671,28,1135.397003
207.995859,30,1135.578712
7.085193,180,1136.99263
0.011043,26,1137.209979
210.663767,27,1137.447091
6.020977,22,1137.553121
207.565785,23,1137.743249
208.316324,30,1137.960959
213.88035,24,1138.164627
213.178984,24,1138.368474
1.21878,180,1139.646681
1.761347,26,1139.893589
-2.005918,32,1140.158277
3.247957,25,1140.384515
5.048803,19,1140.487675
209.508549,28,1140.711089
5.814697,180,1142.169524
6.128419,180,1143.616971
4.410661,27,1143.788284
5.695897,21,1144.044974
210.017858,29,1144.330708
2.736493,21,1144.508307
3.367189,180,1145.741531
2.802303,19,1145.912653
208.572747,22,1146.110403
1.500541,24,1146.269976
7.535118,22,1146.522728
210.028149,29,1146.731882
8.483597,23,1146.932428
211.990817,26,1147.084642
0.690757,19,1147.22417
213.301527,28,1147.448662
212.922376,28,1147.66274
210.574423,32,1147.922588
213.545096,28,1148.163782
-0.321617,27,1148.30861
3.912115,24,1148.55722
213.063289,28,1148.76663
3.02903,19,1148.946139
6.824086,24,1149.057243
2.419039,28,1149.270618
2.439659,26,1149.487544
2.35929,24,1149.697193
207.432711,25,1149.889973
3.928967,18,1149.974921
209.181425,28,1150.19488
209.919978,28,1150.458919
212.775326,22,1150.665349
1.232735,25,1150.802828
2.250303,17,1150.985978
-0.296705,31,1151.242907
6.839594,21,1151.440844
5.145177,20,1151.548007
206.834803,23,1151.748245
212.766829,23,1151.950756
6.319342,21,1152.069394
7.037618,20,1152.257038
212.027099,27,1152.485255
1.109499,30,1152.809558
208.929299,29,1153.052943
0.463554,16,1153.132747
209.825042,28,1153.354366
209.138901,30,1153.587953
0.105057,28,1153.819381
4.98599,22,1153.933757
7.212547,23,1154.130518
3.268928,18,1154.309343
7.092449,23,1154.427582
1.25341,26,1154.661308
0.57707,27,1154.954475
2.415805,20,1155.166407
211.772585,24,1155.391773
4.724362,20,1155.494104
-1.743329,13,1155.663309
4.306552,21,1155.807294
3.576075,20,1156.084378
203.43082,29,1156.306944
2.942096,22,1156.426477
201.798253,30,1156.63765
213.322376,24,1156.837809
0.624806,28,1157.063287
213.332194,22,1157.250677
4.306882,20,1157.353628
0.35767,25,1157.571033
1.389022,21,1157.762738
3.853553,19,1157.854871
3.483815,21,1158.104544
0.244683,18,1158.27992
209.202902,33,1158.529449
-1.937762,17,1158.620792
211.041888,30,1158.836789
3.644945,24,1159.054189
212.248758,27,1159.287615
213.752244,26,1159.434506
212.547224,25,1159.667171
208.228431,32,1159.930587
7.430228,24,1160.17172
3.205893,23,1160.382979
4.585476,24,1160.502813
4.508365,23,1160.718899
3.610879,27,1160.941983
6.28934,22,1161.135785
3.380976,19,1161.227424
-1.360933,35,1161.506238
212.444496,22,1161.700449
3.420984,26,1161.927702
209.413108,29,1162.213859
5.561187,25,1162.504368
211.559822,28,1162.640993
4.902188,21,1162.818916
209.647717,30,1163.044783
1.575164,27,1163.275352
3.402021,26,1163.500852
212.067639,24,1163.621668
2.714785,29,1163.847134
2.124888,16,1164.013802
3.61509,180,1165.247489
209.789799,32,1165.541218
3.239169,31,1165.782861
213.894586,23,1165.974509
212.060507,26,1166.187403
7.088853,22,1166.400609
2.788331,24,1166.529826
1.239389,34,1166.789909
6.79023,21,1166.992391
2.76099,18,1167.183043
3.827709,24,1167.317701
212.409631,27,1167.598753
211.815088,32,1167.852889
212.722284,30,1168.078249
3.834758,28,1168.296266
214.121427,24,1168.49565
4.212948,27,1168.734087
207.422577,26,1168.933285
5.611201,22,1169.042509
6.38906,20,1169.214931
212.763681,26,1169.497888
4.407952,21,1169.598063
7.301955,22,1169.788107
4.743323,22,1169.984926
211.730865,25,1170.119859
212.995236,23,1170.31006
4.874258,18,1170.490521
2.754552,33,1170.721553
6.937815,20,1170.823627
0.976714,23,1171.023006
212.953873,23,1171.23611
1.547484,15,1171.307974
3.45503,19,1171.50844
210.727247,28,1171.744872
213.137406,23,1171.870053
4.82745,21,1172.063857
210.059079,26,1172.273736
2.405354,26,1172.500388
7.281477,180,1173.893135
211.980891,25,1174.125051
213.381897,23,1174.329328
-0.031836,31,1174.590511
-3.148426,38,1174.883777
4.038765,20,1175.081038
212.712597,27,1175.317184
209.234944,24,1175.442678
1.942189,33,1175.698334
5.223327,20,1175.882734
3.044224,21,1176.063187
2.865935,17,1176.14374
-0.355021,24,1176.359201
207.887888,30,1176.609252
2.392457,19,1176.708405
6.093281,20,1176.889841
2.986013,20,1177.073149
0.180472,15,1177.155078
210.002656,29,1177.374911
3.584097,29,1177.670096
213.628837,24,1177.957157
211.278389,28,1178.240798
212.030285,25,1178.38848
2.11452,33,1178.645828
6.129338,18,1178.840015
212.478602,22,1179.066925
-3.239958,17,1179.169146
210.678201,26,1179.390039
-1.007502,33,1179.655267
4.161958,18,1179.849013
2.983598,27,1179.988445
204.280806,26,1180.186251
0.677068,28,1180.426482
4.511513,17,1180.598066
3.867537,37,1180.863104
207.644955,30,1181.198333
4.508384,18,1181.33059
210.736462,25,1181.652505
211.611351,22,1181.911583
3.260814,29,1182.129548
3.089213,18,1182.220836
210.725081,27,1182.426519
208.374929,27,1182.628595
-0.112254,27,1182.85405
6.817294,20,1182.980244
6.902193,20,1183.174786
204.388007,25,1183.397365
4.888989,17,1183.489962
3.621525,16,1183.670474
1.79659,30,1184.013426
0.206723,26,1184.317537
5.31456,18,1184.442675
210.96836,24,1184.710825
208.777823,27,1184.922237
211.649497,24,1185.049157
209.740001,25,1185.248297
210.001604,27,1185.469908
211.421563,28,1185.694572
207.90129,26,1185.900422
206.012796,27,1186.104062
209.401593,34,1186.355489
213.824448,27,1186.631228
3.876145,21,1186.742795
2.77567,21,1186.931526
211.10995,25,1187.173033
2.776658,30,1187.445151
-2.225819,36,1187.730667
2.554276,17,1187.825206
209.411875,28,1188.05828
7.035487,19,1188.247863
7.316733,20,1188.350648
1.505447,46,1188.773239
208.370484,22,1188.887774
206.102133,24,1189.083867
1.172914,28,1189.309993
213.515197,22,1189.569242
5.284958,18,1189.688397
4.910706,23,1189.937918
5.595176,180,1191.205745
213.517,25,1191.337851
1.419584,19,1191.52053
213.080157,26,1191.749003
8.533643,23,1191.948546
208.54681,29,1192.092718
209.030778,33,1192.343222
213.846517,24,1192.551417
208.930114,33,1192.786911
212.061368,26,1192.997661
208.608178,24,1193.202714
2.512632,19,1193.29835
212.384006,23,1193.554061
2.912733,17,1193.715608
207.100316,22,1193.821095
206.624283,22,1194.012815
0.012899,15,1194.160959
6.301459,21,1194.268307
4.121057,23,1194.460788
1.864466,12,1194.522894
4.455927,20,1194.711925
4.043039,15,1194.787661
206.804857,20,1194.970537
5.543308,180,1196.286989
209.124632,28,1196.428261
2.224425,15,1196.581459
2.824321,14,1196.65847
1.341429,13,1196.820651
5.191841,17,1196.916245
1.764899,27,1197.149342
0.974948,25,1197.377569
3.009998,24,1197.587895
1.349006,28,1197.853176
206.260386,21,1197.994253
202.857373,30,1198.305323
3.469464,48,1198.716074
1.216341,33,1198.964176
6.11204,20,1199.077224
208.687259,29,1199.316003
4.183018,16,1199.489229
1.780289,29,1199.730778
5.524427,20,1199.830121
207.99825,23,1200.035551
6.679371,21,1200.229701
210.813497,26,1200.380743
4.770926,19,1200.558875
209.959094,26,1200.778116
0.57326,29,1201.01467
5.466436,17,1201.095822
207.649123,21,1201.287993
0.330319,25,1201.56287
205.174503,24,1201.736888
3.345168,16,1201.934868
2.97914,16,1202.019879
3.378172,16,1202.195023
204.054045,25,1202.413475
3.343248,26,1202.620676
5.308445,21,1202.723374
2.756678,14,1202.874338
4.649368,17,1202.970983
5.545805,18,1203.161492
3.335799,13,1203.229195
2.190156,14,1203.39233
2.850766,15,1203.476462
2.054726,13,1203.542161
2.133896,14,1203.698334
0.936189,13,1203.768185
-2.414342,11,1203.915371
6.083172,180,1205.124827
210.33986,23,1205.348758
6.958647,180,1206.803843
3.849992,48,1207.150952
204.496,25,1207.363344
1.060542,14,1207.446949
2.067473,16,1207.616868
208.906247,34,1207.885199
1.65061,14,1207.966857
5.330338,19,1208.151787
212.008691,25,1208.377611
3.097643,16,1208.454742
6.217015,18,1208.621207
5.015294,17,1208.701562
206.942934,21,1208.891801
0.892661,25,1209.092074
211.365752,23,1209.223462
204.306087,30,1209.469782
208.542921,29,1209.757385
211.587698,24,1209.956507
212.402892,24,1210.15781
209.705649,35,1210.425277
206.335848,25,1210.639627
211.764841,24,1210.773868
0.733627,17,1210.960469
0.773903,12,1211.030367
209.493732,29,1211.297223
4.698379,20,1211.488166
4.889042,22,1211.670756
2.011263,29,1211.823272
206.157122,21,1212.011509
1.494714,15,1212.165457
5.728508,19,1212.259521
6.701785,21,1212.454117
208.669088,33,1212.721593
208.367561,26,1212.922279
210.50579,28,1213.190619
1.369012,22,1213.345072
211.654306,24,1213.639323
212.831573,21,1213.899405
210.327165,25,1214.030689
4.958375,19,1214.203414
3.889485,23,1214.395419
210.187185,27,1214.600476
211.209714,25,1214.737077
4.650674,16,1214.898242
210.060434,25,1215.105528
2.145115,32,1215.352926
210.030878,26,1215.483725
211.977295,26,1215.728363
5.549475,18,1215.927315
7.201224,22,1216.193017
2.639751,15,1216.286469
213.02906,23,1216.495217
2.742943,29,1216.725383
3.654169,16,1216.803602
3.074945,16,1216.961274
211.812277,25,1217.09268
208.404805,31,1217.321674
5.300007,19,1217.503506
5.965051,21,1217.688071
2.736531,15,1217.762759
210.330421,32,1218.022754
2.283833,15,1218.227896
2.669855,13,1218.306507
6.441327,19,1218.499014
208.094688,23,1218.62558
209.970106,29,1218.853594
5.913184,18,1219.034827
2.118042,13,1219.102919
2.268317,14,1219.26657
209.603218,25,1219.437222
1.268509,12,1219.653461
5.212793,18,1219.756902
203.795893,23,1219.94489
1.168432,13,1220.014295
2.543147,15,1220.157662
3.211058,24,1220.344643
203.469316,28,1220.562022
0.741736,30,1220.70374
0.496294,24,1220.902387
3.591773,15,1221.061805
203.560574,24,1221.178794
209.2382,28,1221.405963
1.5905,14,1221.595605
2.282232,27,1221.887714
2.486286,23,1221.99894
-1.483059,22,1222.191016
1.148302,11,1222.249059
203.444737,30,1222.492751
4.004321,20,1222.661865
4.641208,21,1222.834496
1.81242,15,1222.914102
1.836988,12,1222.978978
206.998296,25,1223.217177
4.032499,17,1223.401662
3.92425,17,1223.494221
210.559882,27,1223.740533
4.133755,19,1223.939266
2.579892,20,1224.05562
4.683328,16,1224.239863
0.680908,11,1224.306414
209.298908,26,1224.545063
2.186276,12,1224.604109
0.669563,11,1224.744382
211.223873,22,1224.870872
4.672158,17,1225.052283
203.590107,29,1225.289293
212.909891,22,1225.501174
0.570397,14,1225.596318
1.997186,15,1225.682934
206.399061,19,1225.913547
206.667725,18,1226.12247
204.949237,24,1226.248378
1.223253,13,1226.419394
1.240697,13,1226.492666
3.977775,15,1226.725322
0.998526,13,1226.810845
4.496743,17,1227.07283
4.869768,17,1227.172509
4.438968,16,1227.333968
2.439633,32,1227.562203
207.405623,20,1227.668068
208.944612,25,1227.888823
6.482269,18,1228.058377
3.436884,14,1228.135333
0.822875,12,1228.199556
5.899898,19,1228.379803
-0.816338,13,1228.45964
-0.702421,21,1228.639153
205.081038,22,1228.82222
1.234335,14,1228.902821
208.770872,32,1229.172811
4.47502,25,1229.485
4.014086,16,1229.568276
209.23748,32,1229.826245
210.365319,28,1230.043136
209.775495,31,1230.271386
208.700184,29,1230.496173
203.857051,24,1230.69065
207.016349,21,1230.880775
-0.609111,11,1230.949157
0.275302,22,1231.156072
-2.29941,17,1231.243286
-0.460478,11,1231.33376
0.350838,17,1231.561236
1.014837,12,1231.631003
0.925037,12,1231.792227
-0.152866,19,1231.887541
1.372102,13,1232.047933
3.25385,15,1232.130681
1.291282,14,1232.291769
208.616706,28,1232.513761
203.808897,28,1232.656813
206.098959,18,1232.811442
5.213378,17,1232.978059
3.798243,16,1233.060578
1.249794,14,1233.138797
209.726064,29,1233.390556
5.032612,17,1233.623831
3.867267,15,1233.715188
208.839951,28,1233.954958
210.418489,26,1234.164042
5.454743,16,1234.332521
210.023705,29,1234.483359
208.407407,33,1234.715067
1.398711,17,1234.886163
5.017405,18,1235.072462
207.59886,26,1235.252084
2.450079,22,1235.514687
3.785958,18,1235.68775
209.287828,26,1235.811001
1.970942,12,1235.943094
4.703972,19,1236.047235
2.17451,24,1236.237791
1.166829,32,1236.464528
212.839713,21,1236.641301
5.832202,18,1236.742056
5.49026,16,1236.903289
208.250915,27,1237.118121
1.18328,26,1237.373765
0.949059,29,1237.530509
205.548333,22,1237.718326
3.212868,22,1237.90991
2.681029,13,1237.97752
3.340181,21,1238.176588
209.026442,32,1238.44118
2.895847,16,1238.527358
212.472229,25,1238.742595
0.65322,22,1238.962309
1.654915,26,1239.190461
210.97057,25,1239.341993
3.0742,24,1239.572198
2.564738,15,1239.733502
-1.758777,17,1239.826526
3.625341,17,1240.033796
202.869814,25,1240.257977
3.996579,22,1240.385049
2.367961,14,1240.534889
209.478413,33,1240.773189
210.808571,31,1241.004988
210.738948,31,1241.256141
1.912467,14,1241.342679
5.222605,19,1241.511128
3.192982,14,1241.581946
3.067609,14,1241.723646
209.547874,30,1241.88089
4.932299,23,1242.139161
212.507315,21,1242.333611
212.326559,25,1242.55275
207.48124,23,1242.674603
209.329329,30,1242.890962
212.812271,27,1243.125905
212.912343,23,1243.344102
0.497556,12,1243.40558
1.059198,12,1243.553705
204.469169,24,1243.679022
1.832758,12,1243.843342
4.963997,17,1243.930347
211.105968,21,1244.132474
3.718169,14,1244.213204
3.950169,18,1244.406574
2.552498,24,1244.609084
211.984355,24,1244.746002
208.697568,32,1244.989567
212.568807,26,1245.227622
206.9977,21,1245.428296
4.996771,24,1245.728841
2.068378,25,1245.888765
2.307234,15,1246.095219
1.203591,14,1246.16505
2.632276,15,1246.333006
3.123192,14,1246.416162
2.988138,16,1246.578072
210.836326,26,1246.824922
4.079236,16,1246.915212
5.016777,24,1247.142536
1.640919,16,1247.218464
2.313082,16,1247.397589
207.507095,23,1247.527308
212.46161,24,1247.752446
212.313489,24,1247.985921
208.65307,32,1248.246445
0.600934,24,1248.475384
-2.983236,16,1248.594286
4.448142,17,1248.834214
5.440825,17,1248.936785
209.91559,24,1249.153218
1.448267,16,1249.332852
2.52106,12,1249.398041
-0.803448,18,1249.498009
210.923805,25,1249.721639
212.435318,21,1249.917459
210.028279,26,1250.123126
204.950453,30,1250.381449
2.389966,15,1250.456758
210.721259,24,1250.663898
5.897894,180,1252.125411
1.850246,23,1252.238896
0.666815,12,1252.394181
-1.163451,20,1252.498146
3.682325,17,1252.674645
1.646416,13,1252.743859
4.061634,16,1252.915198
3.131329,26,1253.054694
2.276926,13,1253.208353
207.470731,20,1253.456966
1.362031,12,1253.515477
210.249595,26,1253.734625
0.907155,15,1253.81391
4.294623,17,1253.993045
6.198299,19,1254.09322
1.20481,13,1254.235483
4.097345,21,1254.360623
2.441328,16,1254.528593
4.921628,17,1254.620705
210.81321,24,1254.808568
212.203203,20,1254.993693
4.979439,25,1255.213752
4.117419,15,1255.294912
206.176652,26,1255.535251
3.349502,14,1255.606718
210.851287,24,1255.846385
211.247857,26,1256.124968
-0.076296,12,1256.182253
6.619084,20,1256.386594
2.89222,18,1256.476138
1.896693,14,1256.635454
2.920392,21,1256.744079
209.919521,29,1256.985394
203.014633,26,1257.197531
209.614896,27,1257.409875
212.838214,27,1257.639359
1.044936,13,1257.712637
0.466328,17,1257.896979
212.448463,26,1258.216289
6.108686,19,1258.324617
206.128481,25,1258.548046
3.564393,14,1258.616849
210.594982,25,1258.837886
1.402952,12,1258.994838
204.063874,23,1259.111336
206.705605,19,1259.305253
-0.548824,21,1259.513958
6.713004,21,1259.639051
2.578148,25,1259.871463
208.585037,25,1260.139603
203.578988,30,1260.4938
0.607278,23,1260.606596
3.316885,25,1260.815649
209.38427,28,1261.037647
1.428087,14,1261.186395
2.979077,14,1261.256436
4.854228,16,1261.355645
207.230549,22,1261.544623
3.431926,21,1261.729014
210.337341,26,1261.928106
211.510286,36,1262.194411
1.481642,11,1262.255244
211.132541,24,1262.512158
4.810525,24,1262.703462
205.569141,24,1262.840279
211.130627,25,1263.053479
203.704119,22,1263.254884
3.405939,23,1263.474102
211.408924,24,1263.594777
210.444671,27,1263.842635
211.080958,24,1264.056643
208.550847,30,1264.301531
209.190447,31,1264.544187
208.652209,31,1264.771745
206.97719,21,1264.866197
-138.662413,180,1266.315094
212.24611,23,1266.529666
2.282682,15,1266.621295
1.90218,19,1266.813043
1.161709,28,1267.104044
4.886061,15,1267.182351
212.407068,22,1267.389721
212.358093,20,1267.49582
209.982946,29,1267.727796
0.738364,17,1267.892466
4.588887,22,1268.10474
211.905114,28,1268.244074
6.285612,21,1268.423794
2.740261,22,1268.618702
0.881935,13,1268.692256
4.234959,20,1268.89312
3.391967,14,1268.983973
209.578699,26,1269.282819
4.240303,16,1269.448659
1.23546,10,1269.501266
3.752084,22,1269.699001
205.277028,23,1269.824785
2.00319,19,1270.00473
1.594776,14,1270.073207
2.514597,18,1270.242443
1.795718,18,1270.34376
3.172801,20,1270.532542
4.325613,19,1270.710763
210.74996,26,1270.914163
212.293623,23,1271.039868
211.548766,23,1271.345551
-0.198833,18,1271.515473
211.318311,28,1271.658473
3.429497,21,1271.837771
210.624202,30,1272.068468
210.809135,24,1272.289346
211.175651,27,1272.490145
211.114926,26,1272.612129
211.90048,20,1272.788951
3.027216,20,1272.986861
3.355748,13,1273.055395
4.06375,19,1273.231352
3.555586,22,1273.342551
209.56244,23,1273.547235
203.656749,22,1273.793032
3.153708,16,1273.906768
3.606904,16,1274.145519
204.600406,25,1274.429884
6.940701,23,1274.537755
210.005003,28,1274.73889
2.890471,19,1274.915455
212.018276,22,1275.052898
3.929732,27,1275.284759
208.775137,26,1275.527595
206.297328,22,1275.731142
6.212561,20,1275.841509
4.813809,15,1275.991693
5.748372,19,1276.083665
205.012616,29,1276.311872
0.968192,20,1276.51829
4.66118,16,1276.615459
5.194907,16,1276.864885
3.218875,16,1276.961135
2.166801,25,1277.153836
209.648566,31,1277.398002
210.092942,29,1277.635829
206.671862,20,1277.805329
2.849068,22,1277.927857
3.67314,14,1278.084677
209.481534,25,1278.298354
4.244381,15,1278.374801
5.940102,20,1278.556872
6.473296,22,1278.67804
5.293076,19,1278.898068
2.319222,15,1278.985674
4.657229,20,1279.188461
1.13381,16,1279.364091
2.340968,15,1279.444496
2.230713,11,1279.505847
2.21627,14,1279.678563
208.218021,23,1279.867738
204.412456,27,1279.992208
1.79819,13,1280.144309
0.634671,13,1280.211711
4.344069,15,1280.39046
208.934408,29,1280.621755
6.006161,18,1280.71615
5.423357,19,1280.891046
2.464963,15,1280.974089
210.574548,25,1281.179959
210.402725,24,1281.373784
2.334698,12,1281.442131
209.759454,28,1281.725594
3.878316,17,1281.907776
3.342386,20,1282.020358
3.002553,22,1282.22522
4.313714,14,1282.296103
206.334661,23,1282.491288
5.950092,18,1282.672347
1.44264,11,1282.72832
209.858384,23,1282.917916
204.324694,23,1283.04567
2.908145,16,1283.223129
0.189569,10,1283.283468
6.337342,18,1283.474671
1.605481,11,1283.532484
3.383157,15,1283.704853
203.097002,25,1283.834336
2.810254,15,1283.997105
204.708492,23,1284.186606
5.258336,22,1284.306765
209.52519,24,1284.514949
1.439901,11,1284.574936
0.940506,12,1284.718586
0.775634,12,1284.788248
204.351268,23,1284.974899
208.789038,29,1285.223643
2.568652,20,1285.348256
3.369075,13,1285.556037
0.981086,12,1285.636535
211.664727,24,1285.921758
209.568088,27,1286.251868
2.77106,27,1286.452194
3.783428,14,1286.528171
210.23685,24,1286.725976
6.297726,20,1286.830378
209.952894,30,1287.069599
4.215701,16,1287.248776
210.59592,24,1287.466728
2.980314,19,1287.565448
6.38553,18,1287.746705
1.901418,13,1287.814095
5.2395,17,1287.977566
1.745623,11,1288.038473
2.581776,16,1288.116247
204.942793,23,1288.337449
4.274254,18,1288.574152
2.87873,13,1288.656059
3.568712,15,1288.820221
3.072634,26,1288.960199
3.64933,15,1289.126823
6.677858,23,1289.334994
209.515258,29,1289.578786
6.042097,19,1289.688264
211.761326,26,1289.903152
5.447454,17,1289.987969
5.479906,21,1290.179087
5.360914,20,1290.365417
206.473258,24,1290.496669
4.704597,17,1290.72677
4.241508,21,1290.926864
205.884143,18,1291.014273
210.828403,21,1291.215494
0.040225,22,1291.427515
209.75299,27,1291.584836
3.603522,23,1291.8051
6.480579,20,1291.987714
5.935974,20,1292.098068
5.872771,23,1292.29549
211.18739,26,1292.530641
205.393619,27,1292.746511
211.08189,25,1292.95505
4.566032,18,1293.058507
205.060675,23,1293.249477
210.288215,23,1293.526436
4.783478,15,1293.621822
1.843009,25,1293.891033
5.510648,22,1294.010465
3.199363,13,1294.152251
1.863546,15,1294.221899
4.867489,21,1294.413338
1.558557,13,1294.474223
208.020006,30,1294.699672
3.886231,18,1294.862707
4.213178,22,1295.061255
5.565243,16,1295.145044
207.415369,23,1295.374902
5.042994,19,1295.482015
3.010398,14,1295.644772
211.469612,24,1295.856841
1.279354,12,1295.924286
209.129151,33,1296.185111
205.916445,23,1296.385426
0.664864,11,1296.440005
204.407992,22,1296.64916
4.662705,18,1296.746575
212.248829,25,1296.947227
4.772291,23,1297.137945
4.95778,18,1297.233964
211.456106,24,1297.445983
2.151695,17,1297.6773
3.94398,17,1297.769304
0.862784,14,1297.92269
2.383116,24,1298.037329
4.918022,19,1298.221433
211.159987,23,1298.426615
206.973179,21,1298.534528
5.398189,27,1298.773636
211.574418,29,1299.013882
211.295159,29,1299.255373
5.407706,19,1299.455653
6.257822,23,1299.587525
6.721306,19,1299.793707
0.805306,14,1299.875473
5.054987,17,1300.086499
210.082691,29,1300.330462
1.692103,13,1300.397547
0.418163,19,1300.575073
211.471434,30,1300.817205
206.959258,21,1300.916866
209.823381,30,1301.132831
210.743286,30,1301.368454
211.222977,27,1301.587558
-0.031782,19,1301.754721
206.283707,28,1302.041883
0.311282,23,1302.160215
1.536463,16,1302.3239
-136.106757,180,1303.580457
207.671027,22,1303.796878
211.502988,26,1304.015174
2.579243,21,1304.208699
211.237167,31,1304.446509
2.600251,20,1304.54504
211.657362,24,1304.741684
205.831582,28,1304.972104
2.257927,14,1305.044264
205.214724,29,1305.281435
210.402422,32,1305.629477
211.821429,29,1305.928274
210.284157,28,1306.145738
210.629296,32,1306.387466
211.277128,32,1306.638368
2.491348,21,1306.829144
1.04366,19,1306.932608
7.170749,23,1307.138714
209.934696,32,1307.393548
4.964037,18,1307.49929
6.324876,20,1307.717347
6.806437,19,1307.984532
5.12205,17,1308.079795
211.194057,27,1308.295103
-136.963587,180,1309.633907
5.30823,27,1309.866963
5.530959,25,1309.981434
3.858571,20,1310.165904
2.330797,20,1310.357538
210.683157,29,1310.508611
6.680977,22,1310.705959
210.926999,28,1310.94147
210.125685,33,1311.227566
3.404537,180,1312.547855
5.040234,21,1312.66513
210.925611,31,1312.883959
211.055212,31,1313.123279
-145.944724,180,1314.483893
3.280289,180,1315.780136
212.132409,26,1315.911014
4.899623,17,1316.094436
5.011469,18,1316.179113
5.300657,23,1316.398365
5.473682,24,1316.613857
212.316802,21,1316.804276
208.851669,31,1317.039062
4.260553,17,1317.124319
3.825328,28,1317.345695
206.875557,23,1317.538956
5.450805,24,1317.670182
209.96077,31,1317.977822
210.675771,31,1318.218249
211.24903,31,1318.47161
3.766808,22,1318.692569
0.444621,24,1318.893364
-3.81047,17,1319.000321
-2.902754,25,1319.227907
0.494592,24,1319.445236
1.404119,21,1319.545202
4.624036,19,1319.740483
210.925515,26,1319.955565
