step,target_sut,method_variant,response,alpha_0,alpha_1,alpha_2,alpha_3,alpha_4
4,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-E,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
13,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
14,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
15,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
16,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
17,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
18,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
19,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
20,SUT-E,AdaTE-Mixture-H-sequential,collision,0.0,1.0,0.0,0.0,0.0
1,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-F,Uniform-Mixture-H,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
13,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
14,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
15,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
16,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
17,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
18,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
19,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
20,SUT-F,AdaTE-Mixture-H-staticK4,collision,0.2,0.2,0.2,0.2,0.2
1,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
2,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
3,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
4,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
5,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
6,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
7,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
8,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
9,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
10,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
11,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2,0.2,0.2,0.2,0.2
12,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
13,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
14,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
15,SUT-F,AdaTE-Mixture-H-sequential,collision,0.2499999981398107,7.440757981980184e-09,0.24999999813981044,0.24999999813981053,0.2499999981398104
16,SUT-F,AdaTE-Mixture-H-sequential,collision,0.3333333269295215,1.9560681677709135e-08,0.333333326813106,0.33333332669669086,0.0
17,SUT-F,AdaTE-Mixture-H-sequential,collision,0.3333333269295215,1.9560681677709135e-08,0.333333326813106,0.33333332669669086,0.0
18,SUT-F,AdaTE-Mixture-H-sequential,collision,0.3333333269295215,1.9560681677709135e-08,0.333333326813106,0.33333332669669086,0.0
19,SUT-F,AdaTE-Mixture-H-sequential,collision,0.3333333269295215,1.9560681677709135e-08,0.333333326813106,0.33333332669669086,0.0
20,SUT-F,AdaTE-Mixture-H-sequential,collision,0.3333333269295215,1.9560681677709135e-08,0.333333326813106,0.33333332669669086,0.0
