seed,target,index,mode,frequency_hz,event_5hz,collision_5hz,event_new,collision_new,min_ttc_new,min_clearance_new
20290812,mcts_cv,167,lead_braking,20,False,False,False,False,5.3533981570580575,6.602695056345382
20290812,mcts_cv,177,lead_braking,10,False,False,False,False,5.2487097578178945,13.950848669947543
20290812,mcts_cv,177,lead_braking,20,False,False,False,False,5.2487097578178945,13.592699158126692
20290812,mcts_cv,183,lead_braking,10,False,False,False,False,3.5832258414562927,1.99343909519219
20290812,mcts_cv,183,lead_braking,20,False,False,False,False,3.5832258414562927,1.9961618837667796
20290812,mcts_cv,187,lead_braking,10,False,False,False,False,2.68078748556735,1.9944055490839865
20290812,mcts_cv,187,lead_braking,20,False,False,False,False,2.68078748556735,1.9954638226272858
20290812,mcts_cv,189,lead_braking,10,False,False,False,False,4.248883509758171,1.9961879983407305
20290812,mcts_cv,189,lead_braking,20,False,False,False,False,4.248883509758171,1.995995351623982
20290812,mcts_cv,193,stop_and_go,10,True,False,False,False,2.4215499313083604,1.9197383485832045
20290812,mcts_cv,193,stop_and_go,20,True,False,False,False,2.4215499313083604,1.9516865490369546
20290812,mcts_cv,197,stop_and_go,10,False,False,False,False,4.972609488277219,2.9816378079179913
20290812,mcts_cv,197,stop_and_go,20,False,False,False,False,4.972609488277219,2.982524015191558
20290812,mcts_cv,199,stop_and_go,10,True,False,False,False,2.525731764509998,1.9719959362730606
20290812,mcts_cv,199,stop_and_go,20,True,False,False,False,2.525731764509998,1.9835701483164023
20290812,mcts_cv,201,stop_and_go,10,False,False,False,False,30.490307661274493,1.9854555572922925
20290812,mcts_cv,201,stop_and_go,20,False,False,False,False,inf,1.9926343503751778
20290812,mcts_cv,211,stop_and_go,10,False,False,False,False,3.0734180292953193,1.9865632116918843
20290812,mcts_cv,211,stop_and_go,20,False,False,False,False,3.0734180292953193,1.9923226040159538
20290812,mcts_cv,213,stop_and_go,10,True,True,False,False,2.0965617686130495,1.940896451139139
20290812,mcts_cv,213,stop_and_go,20,True,True,False,False,2.0965617686130495,1.964533450601587
20290812,mcts_cv,219,stop_and_go,10,False,False,False,False,8.854894070109651,13.144296324183957
20290812,mcts_cv,219,stop_and_go,20,False,False,False,False,8.854894070109651,13.570492112080572
20290812,mcts_cv,223,stop_and_go,10,False,False,False,False,3.6536624363454484,1.9593379198069092
20290812,mcts_cv,223,stop_and_go,20,False,False,False,False,3.6536624363454484,1.9749485896513075
20290812,mcts_cv,227,stop_and_go,10,False,False,False,False,3.695197936524967,3.534764315914108
20290812,mcts_cv,227,stop_and_go,20,False,False,False,False,3.695197936524967,3.434424845532856
20290812,mcts_cv,230,stop_and_go,10,False,False,False,False,325.5215480610841,4.9467705894261655
20290812,mcts_cv,230,stop_and_go,20,False,False,False,False,inf,4.9467705894261655
20290812,mcts_cv,231,stop_and_go,10,False,False,False,False,7.301332261494202,4.147822370326406
20290812,mcts_cv,231,stop_and_go,20,False,False,False,False,7.301332261494202,3.6216011871904388
20290812,mcts_cv,233,stop_and_go,10,False,False,False,False,2.9107156867258794,1.9633596803920843
20290812,mcts_cv,233,stop_and_go,20,False,False,False,False,2.9107156867258794,1.9779662006420884
20290812,mcts_cv,239,stop_and_go,10,True,False,True,False,0.9689475604070991,1.254378212372243
20290812,mcts_cv,239,stop_and_go,20,True,False,True,False,1.202021144683135,1.350286035634482
20290812,mcts_cv,241,stop_and_go,10,True,False,True,False,1.2008631335928162,0.8675939910867443
20290812,mcts_cv,241,stop_and_go,20,True,False,True,False,1.478488748781602,1.0631388576946297
20290812,mcts_cv,243,stop_and_go,10,False,False,False,False,6.792420573880869,1.9987858096797235
20290812,mcts_cv,243,stop_and_go,20,False,False,False,False,5.734428967410479,1.9621827145758666
20290812,mcts_cv,247,stop_and_go,10,False,False,False,False,3.7029628411560966,2.243873526060102
20290812,mcts_cv,247,stop_and_go,20,False,False,False,False,3.7029628411560966,2.0969582685330983
20290812,mcts_cv,249,stop_and_go,10,False,False,False,False,4.4729207438853775,1.9886316003780102
20290812,mcts_cv,249,stop_and_go,20,False,False,False,False,4.4729207438853775,1.9878406254797454
20290812,mcts_cv,251,stop_and_go,10,False,False,False,False,3.4508795388134192,1.9689792652952975
20290812,mcts_cv,251,stop_and_go,20,False,False,False,False,3.4508795388134192,1.9827493184317848
20290812,mcts_cv,258,slow_lead_following,10,False,False,False,False,3.3850726129453848,5.089783759622085
20290812,mcts_cv,258,slow_lead_following,20,False,False,False,False,3.3850726129453848,4.991883275892271
20290812,mcts_cv,268,slow_lead_following,10,False,False,False,False,2.41132678065702,3.198430557883572
20290812,mcts_cv,268,slow_lead_following,20,False,False,False,False,2.41132678065702,3.3081437120035617
20290812,mcts_cv,270,slow_lead_following,10,True,True,True,False,1.878741228987377,0.8167846620202321
20290812,mcts_cv,270,slow_lead_following,20,True,True,False,False,1.878741228987377,1.297522024034499
20290812,mcts_cv,278,slow_lead_following,10,True,True,True,False,2.276755800445558,0.9337382887577804
20290812,mcts_cv,278,slow_lead_following,20,True,True,False,False,2.276755800445558,1.3495016719985578
20290812,mcts_cv,280,slow_lead_following,10,False,False,False,False,2.048909670541522,1.641247041992099
20290812,mcts_cv,280,slow_lead_following,20,False,False,False,False,2.048909670541522,1.761517335747876
20290812,mcts_cv,292,slow_lead_following,10,False,False,False,False,2.6375608073944514,4.170429525689732
20290812,mcts_cv,292,slow_lead_following,20,False,False,False,False,2.6375608073944514,4.046328275194439
20290812,mcts_cv,294,slow_lead_following,10,True,False,False,False,1.6653952113139483,1.3278129585290388
